from_id,to_id,travel_time
107,Chamran Sport Complex,31
107,Reyhane Hazrat Rasoul Sport complex,60
107,Persian Gulf sport complex,16
107,Shohadaye Modafe e Haram sport complex,29
107,Kowsar Sport Complex,49
108,Shahid Rajaei Stadium,55
108,Kanoon Roshd Sport Complex,28
108,Moallem Sport Cpmplex,73
108,Ghadir Sport complex,37
108,Chamran Sport Complex,28
108,Reyhane Hazrat Rasoul Sport complex,55
108,Persian Gulf sport complex,28
108,Shohadaye Modafe e Haram sport complex,35
108,Kowsar Sport Complex,57
109,Shahid Rajaei Stadium,49
109,Kanoon Roshd Sport Complex,29
109,Moallem Sport Cpmplex,68
109,Ghadir Sport complex,31
109,Chamran Sport Complex,33
109,Reyhane Hazrat Rasoul Sport complex,61
109,Persian Gulf sport complex,12
109,Shohadaye Modafe e Haram sport complex,32
109,Kowsar Sport Complex,51
110,Shahid Rajaei Stadium,48
110,Kanoon Roshd Sport Complex,28
110,Moallem Sport Cpmplex,65
110,Ghadir Sport complex,26
110,Chamran Sport Complex,9
110,Reyhane Hazrat Rasoul Sport complex,49
110,Persian Gulf sport complex,32
110,Shohadaye Modafe e Haram sport complex,21
110,Kowsar Sport Complex,50
111,Shahid Rajaei Stadium,40
111,Kanoon Roshd Sport Complex,40
111,Moallem Sport Cpmplex,64
111,Ghadir Sport complex,30
111,Chamran Sport Complex,25
111,Reyhane Hazrat Rasoul Sport complex,36
111,Persian Gulf sport complex,44
111,Shohadaye Modafe e Haram sport complex,23
111,Kowsar Sport Complex,43
112,Shahid Rajaei Stadium,43
112,Kanoon Roshd Sport Complex,42
112,Moallem Sport Cpmplex,67
112,Ghadir Sport complex,36
112,Chamran Sport Complex,31
112,Reyhane Hazrat Rasoul Sport complex,15
112,Persian Gulf sport complex,52
112,Shohadaye Modafe e Haram sport complex,38
112,Kowsar Sport Complex,46
113,Shahid Rajaei Stadium,57
113,Kanoon Roshd Sport Complex,65
113,Moallem Sport Cpmplex,82
113,Ghadir Sport complex,55
113,Chamran Sport Complex,53
113,Reyhane Hazrat Rasoul Sport complex,21
113,Persian Gulf sport complex,75
113,Shohadaye Modafe e Haram sport complex,57
113,Kowsar Sport Complex,60
114,Shahid Rajaei Stadium,45
114,Kanoon Roshd Sport Complex,43
114,Moallem Sport Cpmplex,71
114,Ghadir Sport complex,40
114,Chamran Sport Complex,32
114,Reyhane Hazrat Rasoul Sport complex,19
114,Persian Gulf sport complex,53
114,Shohadaye Modafe e Haram sport complex,42
114,Kowsar Sport Complex,48
115,Shahid Rajaei Stadium,53
115,Kanoon Roshd Sport Complex,15
115,Moallem Sport Cpmplex,71
115,Ghadir Sport complex,35
115,Chamran Sport Complex,31
115,Reyhane Hazrat Rasoul Sport complex,61
115,Persian Gulf sport complex,19
115,Shohadaye Modafe e Haram sport complex,34
115,Kowsar Sport Complex,55
116,Shahid Rajaei Stadium,61
116,Kanoon Roshd Sport Complex,13
116,Moallem Sport Cpmplex,76
116,Ghadir Sport complex,36
116,Chamran Sport Complex,26
116,Reyhane Hazrat Rasoul Sport complex,57
116,Persian Gulf sport complex,26
116,Shohadaye Modafe e Haram sport complex,34
116,Kowsar Sport Complex,63
117,Shahid Rajaei Stadium,45
117,Kanoon Roshd Sport Complex,34
117,Moallem Sport Cpmplex,69
117,Ghadir Sport complex,38
117,Chamran Sport Complex,30
117,Reyhane Hazrat Rasoul Sport complex,32
117,Persian Gulf sport complex,47
117,Shohadaye Modafe e Haram sport complex,39
117,Kowsar Sport Complex,48
106,Shahid Rajaei Stadium,51
106,Kanoon Roshd Sport Complex,29
106,Moallem Sport Cpmplex,74
106,Ghadir Sport complex,36
106,Chamran Sport Complex,19
106,Reyhane Hazrat Rasoul Sport complex,35
106,Persian Gulf sport complex,41
106,Shohadaye Modafe e Haram sport complex,31
