from_id,to_id,travel_time
118,Pardis Cultural Center,41
118,HadiAbad Cultural Center,34
118,Navab Safavi Cultural center & Library,44
118,Rose Cultural center,76
118,Mohamadieh Cultural center & Library,67
118,Specialized Family Cultural Center (Montazeri),66
119,Bano Cultural Center,41
119,Pardis Cultural Center,52
119,HadiAbad Cultural Center,33
119,Navab Safavi Cultural center & Library,39
119,Rose Cultural center,74
119,Mohamadieh Cultural center & Library,65
119,Specialized Family Cultural Center (Montazeri),64
120,Bano Cultural Center,30
120,Pardis Cultural Center,43
120,HadiAbad Cultural Center,45
120,Navab Safavi Cultural center & Library,39
120,Rose Cultural center,38
120,Mohamadieh Cultural center & Library,35
120,Specialized Family Cultural Center (Montazeri),49
121,Bano Cultural Center,28
121,Pardis Cultural Center,41
121,HadiAbad Cultural Center,45
121,Navab Safavi Cultural center & Library,36
121,Rose Cultural center,33
121,Mohamadieh Cultural center & Library,29
121,Specialized Family Cultural Center (Montazeri),44
122,Bano Cultural Center,21
122,Pardis Cultural Center,38
122,HadiAbad Cultural Center,16
122,Navab Safavi Cultural center & Library,24
122,Rose Cultural center,53
122,Mohamadieh Cultural center & Library,43
122,Specialized Family Cultural Center (Montazeri),46
123,Bano Cultural Center,31
123,Pardis Cultural Center,44
123,HadiAbad Cultural Center,21
123,Navab Safavi Cultural center & Library,28
123,Rose Cultural center,61
123,Mohamadieh Cultural center & Library,53
123,Specialized Family Cultural Center (Montazeri),52
124,Bano Cultural Center,9
124,Pardis Cultural Center,28
124,HadiAbad Cultural Center,26
124,Navab Safavi Cultural center & Library,39
124,Rose Cultural center,49
124,Mohamadieh Cultural center & Library,43
124,Specialized Family Cultural Center (Montazeri),53
125,Bano Cultural Center,11
125,Pardis Cultural Center,28
125,HadiAbad Cultural Center,37
125,Navab Safavi Cultural center & Library,41
125,Rose Cultural center,50
125,Mohamadieh Cultural center & Library,43
125,Specialized Family Cultural Center (Montazeri),54
126,Bano Cultural Center,33
126,Pardis Cultural Center,32
126,HadiAbad Cultural Center,55
126,Navab Safavi Cultural center & Library,50
126,Rose Cultural center,56
126,Mohamadieh Cultural center & Library,51
126,Specialized Family Cultural Center (Montazeri),64
127,Bano Cultural Center,34
127,Pardis Cultural Center,19
127,HadiAbad Cultural Center,52
127,Navab Safavi Cultural center & Library,53
127,Rose Cultural center,59
127,Mohamadieh Cultural center & Library,59
127,Specialized Family Cultural Center (Montazeri),70
128,Bano Cultural Center,23
128,Pardis Cultural Center,12
128,HadiAbad Cultural Center,41
128,Navab Safavi Cultural center & Library,47
